date,effr,cpi_yoy,unrate
2023-01-01,4.33,6.327178517960097,3.5
2023-02-01,4.57,5.957820738137087,3.6
2023-03-01,4.65,4.917719362889961,3.5
2023-04-01,4.83,4.950079879124369,3.4
2023-05-01,5.06,4.131851231385042,3.6
2023-06-01,5.08,3.070617072997095,3.6
2023-07-01,5.12,3.287749268428297,3.5
2023-08-01,5.33,3.722504803505289,3.7
