Date,zijin,gold,copper
2023-05-26,98.25391764919061,105.99749203774229,100.0
2023-06-02,105.44100989638103,106.4500327355564,101.33387842606227
2023-06-09,106.53272598935379,106.98435076010584,103.14413968635058
2023-06-16,111.31798596932296,106.7771686648878,105.74383999352015
2023-06-23,107.06145415313651,104.63442566552814,103.6069125096315
2023-06-30,105.21076342319407,104.74347097530527,101.83748128217856
2023-07-07,106.87637560302873,105.02153518411745,102.54525377315973
2023-07-14,116.40734756821058,106.86985451595936,106.7646622069272
2023-07-21,115.94468436283849,107.09885365984985,103.5252459537314
2023-07-28,118.35053492619603,106.88621397466494,106.62855560724662
2023-08-04,118.90575162229229,105.75214009074374,104.66857124610327
2023-08-11,115.66707127623359,104.29638786745802,101.11609878025224
2023-08-18,111.78065865180858,102.83517805420546,100.69415598980672
2023-08-25,113.8163995005182,104.1982444264196,102.35470063946931
2023-09-01,118.44307893980668,105.76304861507997,103.7838556323768
2023-09-08,119.18334575467013,104.59626246934515,100.1905531336904
2023-09-15,121.68174980875186,104.88522854689603,102.44997720631453
2023-09-22,119.64602791426928,104.97792105356511,99.78222035418999
2023-09-29,112.24332185718066,100.76331716843994,101.42915499290748
2023-10-06,112.24332185718066,99.78736031481509,98.66612157393773
2023-10-13,111.22546090993937,105.08696636334224,97.45473973661092
2023-10-20,107.80171149088642,108.09116331658275,96.42030751225874
2023-10-27,111.13293585055577,108.42375018028349,98.92473125258311
2023-11-03,112.61346948028267,108.58186721057986,100.02722002189024
2023-11-10,109.00464151112197,105.37048150652379,97.55001630345612
2023-11-17,110.76278822745375,108.04209159606353,101.74220471533334
2023-11-24,109.65238326660183,109.16525695564849,103.34830283098613
2023-12-01,111.41052050582007,112.91641827422087,106.41077596143663
2023-12-08,107.98679004099421,108.95262392606111,103.98801877701234
2023-12-15,108.26436521914498,110.1957364641619,105.75745000446528
2023-12-22,112.33586587079132,112.1585586957478,106.0432797050009
2023-12-29,115.77376462034303,112.44751811770118,105.63495341572981
2024-01-05,115.86668771849484,111.35707167552738,103.29386278720563
2024-01-12,113.357944133553,111.5915150981897,101.81026126028831
2024-01-19,110.75628692757287,110.49016013167967,103.08969315234073
2024-01-26,113.5437808527431,109.96129304149957,104.81829434695831
2024-02-02,111.77836519033455,111.0135762874904,104.02885530007705
2024-02-09,116.1454285816097,110.31569029827526,100.34027623454547
2024-02-16,116.1454285816097,109.67232030835117,104.47801811241284
2024-02-23,125.4370749988438,111.14988292471182,105.67578344856518
2024-03-01,123.11414917886498,113.78332316247106,104.94079093569377
2024-03-08,138.35243793059263,118.7830612647086,105.75745000446528
2024-03-15,148.29447969509474,117.62172605334315,111.95045930055059
2024-03-22,142.99826113920972,117.66534683949301,108.77909310208041
2024-03-29,156.2852785551117,120.89852962542895,108.98325624671594
2024-04-05,162.69650794902375,126.8033358120997,115.40764870932702
2024-04-12,170.87315300534434,128.46627678620098,115.89764804472755
2024-04-19,173.10315572717136,130.76713016025948,122.55341718363506
2024-04-26,169.7581705986579,127.29949729606366,124.3772884548685
2024-05-03,163.62570102208772,125.34758358881399,124.49979802406266
2024-05-10,169.47941078131598,129.07148357994208,127.76643429914868
2024-05-17,174.49689795119968,131.51954545996068,137.6616326717107
2024-05-24,165.57694392657285,127.17409252758097,130.08030490578264
2024-05-31,161.76737173864092,126.65066971617271,125.49340021557947
2024-06-07,165.01944324611608,125.68562138688408,122.34926052922887
2024-06-14,160.6026155317002,127.11411228272553,123.88730209992669
2024-06-21,162.76404186003137,126.29627245939703,122.33564402805442
2024-06-28,165.11341830386962,126.91238112187683,119.51817056530416
2024-07-05,170.75190281485436,130.2273612013407,126.81366863069661
2024-07-12,173.66509169675965,131.61768890099913,125.18033751269488
2024-07-19,168.59049544075023,130.60901978556063,114.84959282897155
2024-07-26,148.9497747100572,129.76391863478787,111.73267316451121
2024-08-02,149.98349086823248,132.25560130095633,111.17463026461445
2024-08-09,145.1111267378183,132.6045542789602,108.34354030068974
2024-08-16,150.12473776826866,136.23031082904984,112.35878558982166
2024-08-23,151.92207234904285,136.76462219800177,114.1826568610551
2024-08-30,151.35449749690477,135.96859942334572,112.83516842404771
2024-09-06,139.62452244824928,135.95223996464014,109.28270244842604
2024-09-13,138.8677465016183,140.7393317260953,113.65183398304856
2024-09-20,150.21932883840157,142.8438982180769,116.55096751146954
2024-09-27,165.63858307296545,144.17425898407495,123.61507592010683
2024-10-04,171.5981521903126,144.2560429664078,123.11147306399054
2024-10-11,163.08446306844675,144.89941295633187,121.17870872473743
2024-10-18,166.77373277724158,147.95812590886342,118.3067952182067
2024-10-25,162.9898625212003,149.44113945959344,118.12984560523205
2024-11-01,163.1790636156932,149.31574800230575,118.34761876081272
2024-11-08,161.6655306766583,146.52963501302202,116.68708060137946
2024-11-15,147.75981885824285,139.88877298535562,110.27630463994285
2024-11-22,149.0841791341254,147.7509371580479,110.9024040847946
2024-11-29,148.51659480487382,144.86669403892074,111.07935369776922
2024-12-06,148.4220037347409,143.86348251344913,112.65823179153176
2024-12-13,147.28684455335122,144.81217138403218,112.94406149206738
2024-12-20,142.0840419055215,143.32370024333528,110.00407846012298
2024-12-27,144.73273402594606,142.6966897121168,110.58935436236872
2025-01-03,147.28684455335122,144.21242218025793,109.96325491751698
2025-01-10,152.77343936580672,147.6746107656819,116.36041437777911
2025-01-17,153.90860802430993,149.62652447293158,118.07540556145157
2025-01-24,151.54368911428412,151.42577208425428,116.78235716822468
2025-01-31,153.62480638257063,153.3449668740928,116.02014463346299
2025-02-07,157.21948502123254,156.33281102422524,124.71757117964333
2025-02-14,162.32771555315637,157.2215329611479,126.75921560645742
2025-02-21,153.15182260056542,160.16575632513047,124.1322952773976
2025-02-28,145.20572728506477,154.669870050124,122.89369990840989
2025-03-07,155.42215044045832,158.3719529925796,127.48060459861306
2025-03-14,165.35478143122612,163.26809006381185,132.55750862421675
2025-03-21,166.20614844799,164.56027432243187,138.49190175142735
2025-03-28,171.7873343305784,168.28417431356,139.17245422051826
2025-04-04,161.85471281692415,164.2222365243618,119.35483745350399
2025-04-11,162.2330770974558,175.6828959196994,122.70314677471947
2025-04-18,166.6791511842222,180.3991055675604,128.8008730137302
2025-04-25,166.96291491750742,178.96515708175212,131.63194999719622
2025-05-02,165.1655803367332,176.21176300987952,125.9697830498055
2025-05-09,166.96291491750742,181.85485779084613,125.5206202374697
2025-05-16,164.7871971019745,173.49108785541807,124.00979868866213
2025-05-23,175.85498727413196,183.3924073076597,130.84251744054433
2025-05-30,167.71968138702485,179.31955433852778,126.65033551889644
2025-06-06,171.5981521903126,181.16242273600034,131.48223338657053
2025-06-13,183.7969789994746,187.0781307914098,130.7472408736991
2025-06-20,176.69462162434692,183.63775925465825,131.37335329900955
2025-06-27,189.8435480190179,178.4908126464606,137.97468239413658
2025-07-04,192.43493203393263,181.6967474161473,136.6135774559547
2025-07-11,181.3015602361545,182.9780298060286,151.40873024114575
2025-07-18,186.86824613504356,182.81446184136288,151.8442895327658
2025-07-25,190.51539955131554,181.77853139848014,156.89397353647925
2025-08-01,184.8527294466048,182.5254891082145,120.11704998826566
2025-08-08,197.13787380578893,187.5088677517465,121.2876017927571
2025-08-15,204.33617747828413,181.88757670825728,121.90009771689307
2025-08-22,198.28958950451377,183.9812413315002,121.06982863717646
2025-08-29,221.5161372498326,189.39534362417385,123.00257999597086
2025-09-05,242.53523780352353,197.00125398112885,122.02259430562854
2025-09-12,246.18237226556846,198.97497142585593,124.90812431333373
2025-09-19,240.13578429179807,200.17992742337128,124.3772884548685
2025-09-26,262.97841416805727,205.83938166304344,128.3653137221102
2025-10-03,284.73519428461816,211.59152175378725,137.68885269360095
2025-10-10,298.5657336385217,216.77661824697284,131.98583624268682
2025-10-17,291.7955301383583,228.44446639312602,134.24526680554027
2025-10-24,290.44151597424343,224.54609656859355,138.65523486322752
2025-10-31,294.9871945241996,217.12011363500983,137.89300934800715
2025-11-07,291.7955301383583,218.05790063685416,134.4222164185149
2025-11-14,290.3447735993395,222.86680944698176,137.4574630368458
2025-11-21,272.1619646283796,222.27250452197933,136.34136425659355
2025-11-28,276.41751082475906,229.99290446748333,141.15965860355186
2025-12-05,302.91800325557807,229.69848745556308,146.50877582851672
2025-12-12,306.59326579057705,234.45287361080207,143.8274154556764
2025-12-19,300.98366752162866,237.7951017065152,148.07403742110478
2025-12-26,324.29245765815216,246.93856158028376,156.97563360215
2026-01-02,333.38389057497267,235.23253692675254,153.53204771408932
2026-01-09,359.9811064264686,244.82306659717335,159.3983972768036
2026-01-16,362.39905926380266,250.17174436621974,157.5745130251115
2026-01-23,363.26947527875984,271.3156459054398,160.90920584515246
2026-01-30,388.22248774988304,257.0143375547348,160.52809957777163
2026-02-06,359.6909551186649,269.9525795332256,159.61617043238428
2026-02-13,365.397238899836,273.8127728503801,157.68340609313117
2026-02-20,365.397238899836,275.8464572287676,158.73144832842846
2026-02-27,382.5161660602578,285.1807463946462,163.45446610854154
2026-03-06,358.82046328679945,280.5790396465292,156.7170239235046
2026-03-13,345.9571012769842,275.4757138244814,155.56008862018763
2026-03-20,306.1096486871923,249.19033657822553,145.4335135713292
2026-03-27,314.04049532702487,244.91576575943995,148.82264643515066
2026-04-03,318.29602256917724,253.6121292141663,151.4359632434947
2026-04-10,326.4202591876825,259.631424989386,159.80672356607468
2026-04-17,335.89854787875663,264.8492537111778,166.14944298255634
2026-04-24,331.83642956950405,257.47232253132074,163.9716854658323
2026-05-01,322.06798957062614,252.43443454409524,161.48087822668242
2026-05-08,336.57555496081403,257.3687348115105,170.11024822790776
2026-05-15,307.94729890891887,248.39430049237444,170.17830477286273
2026-05-22,299.4361686077059,246.4969227512084,172.6418919901224
2026-05-29,294.40691086281913,248.65056761930674,173.11827482434842
2026-06-05,286.57278764366356,236.47021184167903,170.5049709964631
2026-06-12,281.350083057423,229.81299035530708,175.05103916360153
2026-06-19,287.15310921349817,230.30915183927104,173.5266011136195
2026-06-26,246.3718955819213,222.38154983175647,167.18388169713788
2026-07-03,273.0703459601339,224.23533340916276,166.44888918426645
2026-07-10,272.08878235770874,223.76643325264308,169.68830543746222
2026-07-17,278.3707818315394,218.7830546091111,169.32080269079717
2026-07-24,309.2899594910259,221.77635634921043,172.0430125671609
2026-07-31,323.4244677842584,220.76768723377197,175.20075577422725
2026-08-07,345.01879122070534,236.6664987237559,178.8621148178686
2026-08-14,319.30188549069084,238.8310321493979,179.6515603549792
2026-08-21,345.227856345155,252.11821379469757,179.10712097579818
2026-08-28,344.33348218719647,244.15790618096688,178.63072516111345
2026-09-04,330.71911579288945,246.22976706673242,181.3937585800832
