metric,level,percentile_2005_26,chg_1wk_pct,chg_2wk_pct,chg_1mo_pct,chg_3mo_pct,chg_12mo_pct
RSP/SPY equal-vs-cap ratio,0.286,3.0,-3.46,0.33,-0.58,1.81,-1.41
